image_path,xmin,ymin,xmax,ymax,label
D_original.jpg,1516,2106,1636,2216,Bird
D_original.jpg,1524,1672,1644,1782,Bird
D_original.jpg,303,2525,423,2635,Bird
D_original.jpg,1677,1291,1797,1401,Bird
D_original.jpg,2162,2208,2282,2318,Bird
D_original.jpg,26,127,146,237,Bird
D_original.jpg,1079,1605,1199,1715,Bird
D_original.jpg,3015,1111,3135,1221,Bird
D_original.jpg,1609,1686,1729,1796,Bird
D_original.jpg,1885,1315,2005,1425,Bird
D_original.jpg,1175,1297,1295,1407,Bird
D_original.jpg,2080,2278,2200,2388,Bird
D_original.jpg,426,1870,546,1980,Bird
D_original.jpg,2009,1561,2129,1671,Bird
D_original.jpg,2989,664,3109,774,Bird
D_original.jpg,1866,1518,1986,1628,Bird
D_original.jpg,1460,263,1580,373,Bird
D_original.jpg,2883,0,3003,68,Bird
D_original.jpg,2909,1138,3029,1248,Bird
D_original.jpg,23,1383,143,1493,Bird
D_original.jpg,2856,2287,2976,2397,Bird
D_original.jpg,16,2623,136,2733,Bird
D_original.jpg,1194,1396,1314,1506,Bird
D_original.jpg,2187,1868,2307,1978,Bird
D_original.jpg,1,1288,121,1398,Bird
D_original.jpg,221,2988,341,3098,Bird
D_original.jpg,2674,180,2794,290,Bird
D_original.jpg,1400,2322,1520,2432,Bird
D_original.jpg,457,1912,577,2022,Bird
D_original.jpg,1673,1158,1793,1268,Bird
D_original.jpg,1229,15,1349,125,Bird
D_original.jpg,2311,1111,2431,1221,Bird
D_original.jpg,657,1465,777,1575,Bird
D_original.jpg,1740,1134,1860,1244,Bird
D_original.jpg,3031,83,3151,193,Bird
D_original.jpg,601,1675,721,1785,Bird
D_original.jpg,2782,2125,2902,2235,Bird
D_original.jpg,1671,2311,1791,2421,Bird
D_original.jpg,503,2391,623,2501,Bird
D_original.jpg,2941,2411,3061,2521,Bird
D_original.jpg,2721,1870,2841,1980,Bird
D_original.jpg,1307,2362,1427,2472,Bird
D_original.jpg,1481,1736,1601,1846,Bird
D_original.jpg,1125,216,1245,326,Bird
D_original.jpg,2134,35,2254,145,Bird
D_original.jpg,2621,2293,2741,2403,Bird
D_original.jpg,2954,593,3074,703,Bird
D_original.jpg,2611,2230,2731,2340,Bird
D_original.jpg,3031,0,3151,98,Bird
D_original.jpg,2328,2341,2448,2451,Bird
D_original.jpg,1402,1366,1522,1476,Bird
D_original.jpg,1031,1508,1151,1618,Bird
D_original.jpg,2985,1343,3105,1453,Bird
D_original.jpg,3040,1035,3160,1145,Bird
D_original.jpg,1345,94,1465,204,Bird
D_original.jpg,904,744,1024,854,Bird
D_original.jpg,1353,166,1473,276,Bird
D_original.jpg,208,2561,328,2671,Bird
D_original.jpg,1605,2326,1725,2436,Bird
D_original.jpg,2654,1437,2774,1547,Bird
D_original.jpg,2386,1260,2506,1370,Bird
D_original.jpg,2802,1118,2922,1228,Bird
D_original.jpg,565,2056,685,2166,Bird
D_original.jpg,3097,1718,3217,1828,Bird
D_original.jpg,526,2333,646,2443,Bird
D_original.jpg,896,1365,1016,1475,Bird
D_original.jpg,2909,741,3029,851,Bird
D_original.jpg,447,2172,567,2282,Bird
D_original.jpg,2543,1230,2663,1340,Bird
D_original.jpg,1387,956,1507,1066,Bird
D_original.jpg,1968,1659,2088,1769,Bird
D_original.jpg,1668,102,1788,212,Bird
D_original.jpg,2023,1086,2143,1196,Bird
D_original.jpg,2962,1179,3082,1289,Bird
D_original.jpg,1587,2224,1707,2334,Bird
D_original.jpg,1808,631,1928,741,Bird
D_original.jpg,1574,1790,1694,1900,Bird
D_original.jpg,2826,1212,2946,1322,Bird
D_original.jpg,277,170,397,280,Bird
D_original.jpg,1802,1170,1922,1280,Bird
D_original.jpg,1783,1262,1903,1372,Bird
D_original.jpg,1734,1803,1854,1913,Bird
D_original.jpg,923,1505,1043,1615,Bird
D_original.jpg,911,1549,1031,1659,Bird
D_original.jpg,911,1567,1031,1677,Bird
D_original.jpg,939,1603,1059,1713,Bird
D_original.jpg,935,1607,1055,1717,Bird
D_original.jpg,394,2342,514,2452,Bird
D_original.jpg,318,2360,438,2470,Bird
D_original.jpg,310,2382,430,2492,Bird
D_original.jpg,310,2396,430,2506,Bird
D_original.jpg,310,2420,430,2530,Bird
D_original.jpg,334,2418,454,2528,Bird
D_original.jpg,623,2999,743,3109,Bird
D_original.jpg,558,3009,678,3119,Bird
D_original.jpg,653,3014,773,3124,Bird
D_original.jpg,670,3013,790,3123,Bird
D_original.jpg,560,3027,680,3137,Bird
D_original.jpg,1663,1084,1783,1194,Bird
D_original.jpg,0,2779,108,2889,Bird
D_original.jpg,1147,281,1267,391,Bird
D_original.jpg,2632,2107,2752,2217,Bird
D_original.jpg,666,1895,786,2005,Bird
D_original.jpg,115,2817,235,2927,Bird
D_original.jpg,1325,191,1445,301,Bird
D_original.jpg,694,2086,814,2196,Bird
D_original.jpg,2737,90,2857,200,Bird
D_original.jpg,799,2009,919,2119,Bird
D_original.jpg,1419,1464,1539,1574,Bird
D_original.jpg,972,1374,1092,1484,Bird
D_original.jpg,1916,2429,2036,2539,Bird
D_original.jpg,626,2109,746,2219,Bird
D_original.jpg,308,2814,428,2924,Bird
D_original.jpg,2746,0,2866,87,Bird
D_original.jpg,328,2577,448,2687,Bird
D_original.jpg,1686,707,1806,817,Bird
D_original.jpg,1806,2424,1926,2534,Bird
D_original.jpg,1283,1471,1403,1581,Bird
D_original.jpg,288,3016,408,3126,Bird
D_original.jpg,709,2426,829,2536,Bird
D_original.jpg,3082,0,3202,107,Bird
D_original.jpg,260,2561,380,2671,Bird
D_original.jpg,1392,461,1512,571,Bird
D_original.jpg,1624,613,1744,723,Bird
D_original.jpg,3083,0,3203,55,Bird
D_original.jpg,1593,2142,1683,2227,Bird
D_original.jpg,2607,1440,2697,1525,Bird
D_original.jpg,1060,384,1150,469,Bird
D_original.jpg,1259,1018,1329,1083,Bird
D_original.jpg,2458,1477,2528,1542,Bird
D_original.jpg,3059,1281,3129,1346,Bird
D_original.jpg,2650,1596,2720,1661,Bird
D_original.jpg,2609,1075,2679,1140,Bird
D_original.jpg,3063,189,3133,254,Bird
D_original.jpg,2567,1203,2637,1268,Bird
D_original.jpg,2792,1524,2862,1589,Bird
D_original.jpg,2823,870,2893,935,Bird
D_original.jpg,2189,1561,2259,1626,Bird
D_original.jpg,1655,689,1725,754,Bird
D_original.jpg,1034,1344,1104,1409,Bird
D_original.jpg,2931,148,3001,213,Bird
D_original.jpg,1055,363,1125,428,Bird
D_original.jpg,2887,832,2957,897,Bird
D_original.jpg,2753,200,2823,265,Bird
D_original.jpg,2848,350,2918,415,Bird
D_original.jpg,1351,507,1421,572,Bird
D_original.jpg,2715,1543,2785,1608,Bird
D_original.jpg,2745,147,2815,212,Bird
D_original.jpg,2252,1933,2322,1998,Bird
D_original.jpg,2154,1873,2224,1938,Bird
D_original.jpg,297,2842,367,2907,Bird
D_original.jpg,981,587,1051,652,Bird
D_original.jpg,227,1816,297,1881,Bird
D_original.jpg,776,981,846,1046,Bird
D_original.jpg,2986,39,3056,104,Bird
D_original.jpg,702,1225,772,1290,Bird
D_original.jpg,906,983,976,1048,Bird
D_original.jpg,1443,346,1513,411,Bird
D_original.jpg,986,890,1056,955,Bird
D_original.jpg,776,1053,846,1118,Bird
D_original.jpg,1070,527,1140,592,Bird
D_original.jpg,853,1353,923,1418,Bird
D_original.jpg,1663,580,1733,645,Bird
D_original.jpg,651,1352,721,1417,Bird
D_original.jpg,976,509,1046,574,Bird
D_original.jpg,1171,122,1241,187,Bird
D_original.jpg,964,708,1034,773,Bird
D_original.jpg,248,2906,318,2971,Bird
D_original.jpg,841,1191,911,1256,Bird
D_original.jpg,1248,103,1318,168,Bird
D_original.jpg,1216,591,1286,656,Bird
D_original.jpg,2096,502,2166,567,Bird
D_original.jpg,1120,639,1190,704,Bird
D_original.jpg,1220,342,1290,407,Bird
D_original.jpg,675,1280,745,1345,Bird
D_original.jpg,840,821,910,886,Bird
D_original.jpg,538,2044,608,2109,Bird
D_original.jpg,2900,2389,2970,2454,Bird
D_original.jpg,1132,175,1202,240,Bird
D_original.jpg,143,0,213,32,Bird
D_original.jpg,910,828,980,893,Bird
D_original.jpg,782,1961,852,2026,Bird
D_original.jpg,816,865,886,930,Bird
D_original.jpg,340,0,410,32,Bird
D_original.jpg,473,2137,543,2202,Bird
D_original.jpg,978,1024,1048,1089,Bird
D_original.jpg,2573,1449,2643,1514,Bird
D_original.jpg,722,1535,792,1600,Bird
D_original.jpg,1177,566,1247,631,Bird
D_original.jpg,2385,2054,2455,2119,Bird
D_original.jpg,666,1779,736,1844,Bird
D_original.jpg,60,0,130,32,Bird
D_original.jpg,2636,155,2706,220,Bird
D_original.jpg,2522,287,2592,352,Bird
D_original.jpg,1157,373,1227,438,Bird
D_original.jpg,1181,389,1251,454,Bird
D_original.jpg,1116,401,1186,466,Bird
D_original.jpg,1088,446,1158,511,Bird
D_original.jpg,1098,450,1168,515,Bird
D_original.jpg,1150,456,1220,521,Bird
D_original.jpg,1169,454,1239,519,Bird
D_original.jpg,1108,474,1178,539,Bird
D_original.jpg,1147,480,1217,545,Bird
D_original.jpg,1002,760,1072,825,Bird
D_original.jpg,1435,0,1505,61,Bird
D_original.jpg,1326,51,1396,116,Bird
D_original.jpg,1019,1124,1089,1189,Bird
D_original.jpg,1292,405,1362,470,Bird
D_original.jpg,3094,481,3164,546,Bird
D_original.jpg,2968,459,3038,524,Bird
D_original.jpg,617,1892,687,1957,Bird
D_original.jpg,2597,2129,2667,2194,Bird
D_original.jpg,2707,777,2777,842,Bird
D_original.jpg,832,1000,902,1065,Bird
D_original.jpg,582,2024,652,2089,Bird
D_original.jpg,1292,208,1362,273,Bird
D_original.jpg,1615,133,1685,198,Bird
D_original.jpg,1187,983,1257,1048,Bird
D_original.jpg,2732,610,2802,675,Bird
D_original.jpg,2316,188,2386,253,Bird
D_original.jpg,1203,703,1273,768,Bird
D_original.jpg,858,929,928,994,Bird
D_original.jpg,862,1924,932,1989,Bird
D_original.jpg,2914,424,2984,489,Bird
D_original.jpg,1362,607,1432,672,Bird
D_original.jpg,2671,1498,2741,1563,Bird
D_original.jpg,1468,481,1538,546,Bird
D_original.jpg,2946,574,3016,639,Bird
D_original.jpg,2485,223,2555,288,Bird
D_original.jpg,1258,441,1328,506,Bird
D_original.jpg,158,3088,228,3153,Bird
D_original.jpg,1686,390,1756,455,Bird
D_original.jpg,1372,0,1442,52,Bird
D_original.jpg,1202,1265,1272,1330,Bird
D_original.jpg,332,2989,402,3054,Bird
D_original.jpg,824,2293,894,2358,Bird
D_original.jpg,3026,1426,3096,1491,Bird
D_original.jpg,1654,484,1724,549,Bird
D_original.jpg,437,1505,507,1570,Bird
D_original.jpg,865,1673,935,1738,Bird
D_original.jpg,0,0,35,32,Bird
D_original.jpg,2434,2443,2504,2508,Bird
D_original.jpg,892,1674,962,1739,Bird
D_original.jpg,301,2587,371,2652,Bird
D_original.jpg,182,0,252,32,Bird
D_original.jpg,908,1625,978,1690,Bird
D_original.jpg,1268,1676,1338,1741,Bird
D_original.jpg,376,0,446,32,Bird
D_original.jpg,48,0,118,32,Bird
D_original.jpg,131,0,201,32,Bird
D_original.jpg,792,0,862,32,Bird
D_original.jpg,1000,0,1070,32,Bird
D_original.jpg,744,0,814,32,Bird
D_original.jpg,1080,0,1150,32,Bird
D_original.jpg,1204,1633,1274,1698,Bird
D_original.jpg,1703,1598,1783,1673,Bird
D_original.jpg,414,1513,489,1583,Bird
D_original.jpg,0,0,59,35,Bird
A_original.jpg,2059,421,2179,531,Bird
A_original.jpg,1816,443,1936,553,Bird
A_original.jpg,1922,1513,2042,1623,Bird
A_original.jpg,1040,1848,1160,1958,Bird
A_original.jpg,1339,1996,1459,2106,Bird
A_original.jpg,905,598,1025,708,Bird
A_original.jpg,1599,169,1719,279,Bird
A_original.jpg,1182,240,1302,350,Bird
A_original.jpg,1787,112,1907,222,Bird
A_original.jpg,1426,2062,1546,2172,Bird
A_original.jpg,1012,2110,1132,2220,Bird
A_original.jpg,1828,2021,1948,2131,Bird
A_original.jpg,2011,1331,2131,1441,Bird
A_original.jpg,918,2157,1038,2267,Bird
A_original.jpg,1871,430,1991,540,Bird
A_original.jpg,755,2017,875,2127,Bird
A_original.jpg,2047,571,2167,681,Bird
A_original.jpg,1691,639,1811,749,Bird
A_original.jpg,1461,2159,1581,2269,Bird
A_original.jpg,1463,319,1583,429,Bird
A_original.jpg,1761,704,1881,814,Bird
A_original.jpg,2010,611,2130,721,Bird
A_original.jpg,714,854,834,964,Bird
A_original.jpg,2036,102,2156,212,Bird
A_original.jpg,1826,1090,1946,1200,Bird
A_original.jpg,1935,644,2055,754,Bird
A_original.jpg,1965,656,2085,766,Bird
A_original.jpg,1928,684,2048,794,Bird
A_original.jpg,1720,2102,1840,2212,Bird
A_original.jpg,98,1688,168,1753,Bird
A_original.jpg,65,1847,135,1912,Bird
A_original.jpg,827,558,897,623,Bird
A_original.jpg,1027,804,1097,869,Bird
A_original.jpg,316,1120,386,1185,Bird
A_original.jpg,1040,1410,1110,1475,Bird
A_original.jpg,325,1717,395,1782,Bird
A_original.jpg,818,1446,888,1511,Bird
A_original.jpg,18,910,88,975,Bird
A_original.jpg,991,1303,1061,1368,Bird
A_original.jpg,548,1357,618,1422,Bird
A_original.jpg,1949,499,2019,564,Bird
A_original.jpg,1004,740,1074,805,Bird
A_original.jpg,382,1481,452,1546,Bird
A_original.jpg,395,1524,465,1589,Bird
A_original.jpg,1059,646,1129,711,Bird
A_original.jpg,463,1607,533,1672,Bird
A_original.jpg,1185,1252,1255,1317,Bird
A_original.jpg,1022,994,1092,1059,Bird
A_original.jpg,1342,1179,1412,1244,Bird
A_original.jpg,663,1414,733,1479,Bird
A_original.jpg,1837,960,1907,1025,Bird
A_original.jpg,1324,1308,1394,1373,Bird
A_original.jpg,356,1822,426,1887,Bird
A_original.jpg,1188,580,1258,645,Bird
A_original.jpg,734,1473,804,1538,Bird
A_original.jpg,2030,1538,2100,1603,Bird
A_original.jpg,1465,1298,1535,1363,Bird
A_original.jpg,907,1326,977,1391,Bird
A_original.jpg,1123,505,1193,570,Bird
A_original.jpg,1375,1246,1445,1311,Bird
A_original.jpg,1063,1520,1133,1585,Bird
A_original.jpg,1168,486,1238,551,Bird
A_original.jpg,1993,1089,2063,1154,Bird
A_original.jpg,1014,1034,1084,1099,Bird
A_original.jpg,801,1022,871,1087,Bird
A_original.jpg,1756,794,1826,859,Bird
A_original.jpg,91,2097,161,2162,Bird
A_original.jpg,1974,1172,2044,1237,Bird
A_original.jpg,1989,1634,2059,1699,Bird
A_original.jpg,1262,562,1332,627,Bird
A_original.jpg,1957,1788,2027,1853,Bird
A_original.jpg,917,1453,987,1518,Bird
A_original.jpg,880,1248,950,1313,Bird
A_original.jpg,403,1828,473,1893,Bird
A_original.jpg,160,1924,230,1989,Bird
A_original.jpg,614,1227,684,1292,Bird
A_original.jpg,1384,450,1454,515,Bird
A_original.jpg,506,2168,576,2233,Bird
A_original.jpg,707,1086,777,1151,Bird
A_original.jpg,995,1425,1065,1490,Bird
A_original.jpg,263,1982,333,2047,Bird
A_original.jpg,521,1201,591,1266,Bird
A_original.jpg,490,2100,560,2165,Bird
A_original.jpg,354,1320,424,1385,Bird
A_original.jpg,1584,1046,1654,1111,Bird
A_original.jpg,1523,1075,1593,1140,Bird
A_original.jpg,1272,872,1342,937,Bird
A_original.jpg,393,1567,463,1632,Bird
A_original.jpg,1299,1432,1369,1497,Bird
A_original.jpg,773,1157,843,1222,Bird
A_original.jpg,1950,904,2020,969,Bird
A_original.jpg,610,1301,680,1366,Bird
A_original.jpg,1324,375,1394,440,Bird
A_original.jpg,904,725,974,790,Bird
A_original.jpg,723,1753,793,1818,Bird
A_original.jpg,1595,1117,1665,1182,Bird
A_original.jpg,1011,559,1081,624,Bird
A_original.jpg,2076,935,2146,1000,Bird
A_original.jpg,1680,1055,1750,1120,Bird
A_original.jpg,1332,1111,1402,1176,Bird
A_original.jpg,1260,1835,1330,1900,Bird
A_original.jpg,101,1842,171,1907,Bird
A_original.jpg,422,1902,492,1967,Bird
A_original.jpg,872,1011,942,1076,Bird
A_original.jpg,1071,515,1141,580,Bird
A_original.jpg,233,1644,303,1709,Bird
A_original.jpg,1683,265,1753,330,Bird
A_original.jpg,1608,1312,1678,1377,Bird
A_original.jpg,532,1279,602,1344,Bird
A_original.jpg,1556,1149,1626,1214,Bird
A_original.jpg,640,1344,710,1409,Bird
A_original.jpg,955,1201,1025,1266,Bird
A_original.jpg,862,603,932,668,Bird
A_original.jpg,926,1377,996,1442,Bird
A_original.jpg,1468,1741,1538,1806,Bird
A_original.jpg,1039,1274,1109,1339,Bird
A_original.jpg,955,906,1025,971,Bird
A_original.jpg,640,1616,710,1681,Bird
A_original.jpg,1730,194,1800,259,Bird
A_original.jpg,964,1346,1034,1411,Bird
A_original.jpg,236,1599,306,1664,Bird
A_original.jpg,743,1696,813,1761,Bird
A_original.jpg,723,1353,793,1418,Bird
A_original.jpg,649,2165,719,2230,Bird
A_original.jpg,497,1917,567,1982,Bird
A_original.jpg,940,1050,1010,1115,Bird
A_original.jpg,1223,328,1293,393,Bird
A_original.jpg,1609,970,1679,1035,Bird
A_original.jpg,2062,1016,2132,1081,Bird
A_original.jpg,1384,1309,1454,1374,Bird
A_original.jpg,691,1814,761,1879,Bird
A_original.jpg,667,993,737,1058,Bird
A_original.jpg,348,1671,418,1736,Bird
A_original.jpg,1792,1015,1862,1080,Bird
A_original.jpg,936,866,1006,931,Bird
A_original.jpg,823,1076,893,1141,Bird
A_original.jpg,1431,315,1501,380,Bird
A_original.jpg,911,1580,981,1645,Bird
A_original.jpg,1479,1220,1549,1285,Bird
A_original.jpg,584,895,654,960,Bird
A_original.jpg,517,1472,587,1537,Bird
A_original.jpg,424,952,494,1017,Bird
A_original.jpg,528,2041,598,2106,Bird
A_original.jpg,1539,1421,1609,1486,Bird
A_original.jpg,107,1606,177,1671,Bird
A_original.jpg,1849,530,1919,595,Bird
A_original.jpg,516,1970,586,2035,Bird
A_original.jpg,815,1920,885,1985,Bird
A_original.jpg,1845,1037,1915,1102,Bird
A_original.jpg,854,1364,924,1429,Bird
A_original.jpg,1708,1758,1778,1823,Bird
A_original.jpg,556,1925,626,1990,Bird
A_original.jpg,1104,558,1174,623,Bird
A_original.jpg,484,1433,554,1498,Bird
A_original.jpg,806,1689,876,1754,Bird
A_original.jpg,628,1437,698,1502,Bird
A_original.jpg,1487,1131,1557,1196,Bird
A_original.jpg,228,1989,298,2054,Bird
A_original.jpg,1760,1115,1830,1180,Bird
A_original.jpg,65,2012,135,2077,Bird
A_original.jpg,806,1395,876,1460,Bird
A_original.jpg,1535,550,1605,615,Bird
A_original.jpg,1222,1591,1292,1656,Bird
A_original.jpg,891,1102,961,1167,Bird
A_original.jpg,562,1833,632,1898,Bird
A_original.jpg,1519,1247,1589,1312,Bird
A_original.jpg,1645,986,1715,1051,Bird
A_original.jpg,696,1200,766,1265,Bird
A_original.jpg,1456,488,1526,553,Bird
A_original.jpg,289,1654,359,1719,Bird
A_original.jpg,1588,2113,1658,2178,Bird
A_original.jpg,1687,311,1757,376,Bird
A_original.jpg,854,708,924,773,Bird
A_original.jpg,385,1782,455,1847,Bird
A_original.jpg,720,1568,790,1633,Bird
A_original.jpg,973,588,1043,653,Bird
A_original.jpg,621,1169,691,1234,Bird
A_original.jpg,1120,603,1190,668,Bird
A_original.jpg,948,702,1018,767,Bird
A_original.jpg,1534,756,1604,821,Bird
A_original.jpg,2016,290,2086,355,Bird
A_original.jpg,601,860,671,925,Bird
A_original.jpg,1458,662,1528,727,Bird
A_original.jpg,1120,1017,1190,1082,Bird
A_original.jpg,1379,1161,1449,1226,Bird
A_original.jpg,425,2153,495,2218,Bird
A_original.jpg,884,806,954,871,Bird
A_original.jpg,1321,1948,1391,2013,Bird
A_original.jpg,1001,903,1071,968,Bird
A_original.jpg,767,1371,837,1436,Bird
A_original.jpg,1445,744,1515,809,Bird
A_original.jpg,470,1928,540,1993,Bird
A_original.jpg,478,1652,548,1717,Bird
A_original.jpg,1231,789,1301,854,Bird
A_original.jpg,1349,269,1419,334,Bird
A_original.jpg,806,1224,876,1289,Bird
A_original.jpg,1238,1336,1308,1401,Bird
A_original.jpg,589,2031,659,2096,Bird
A_original.jpg,577,1982,647,2047,Bird
A_original.jpg,1495,924,1565,989,Bird
A_original.jpg,571,1486,641,1551,Bird
A_original.jpg,734,708,804,773,Bird
A_original.jpg,755,1662,825,1727,Bird
A_original.jpg,1238,355,1308,420,Bird
A_original.jpg,762,1226,832,1291,Bird
A_original.jpg,495,2060,565,2125,Bird
A_original.jpg,1777,1083,1847,1148,Bird
A_original.jpg,1216,1360,1286,1425,Bird
A_original.jpg,227,1937,297,2002,Bird
A_original.jpg,1458,616,1528,681,Bird
A_original.jpg,456,1424,526,1489,Bird
A_original.jpg,1517,404,1587,469,Bird
A_original.jpg,651,1840,721,1905,Bird
A_original.jpg,1327,841,1397,906,Bird
A_original.jpg,486,1496,556,1561,Bird
A_original.jpg,552,1422,622,1487,Bird
A_original.jpg,1889,979,1959,1044,Bird
A_original.jpg,748,1044,818,1109,Bird
A_original.jpg,1098,1965,1168,2030,Bird
A_original.jpg,1683,1700,1753,1765,Bird
A_original.jpg,580,2096,650,2161,Bird
A_original.jpg,438,1136,508,1201,Bird
A_original.jpg,668,1216,738,1281,Bird
A_original.jpg,809,1640,879,1705,Bird
A_original.jpg,1073,2000,1143,2065,Bird
A_original.jpg,1591,1250,1661,1315,Bird
A_original.jpg,427,1045,497,1110,Bird
A_original.jpg,1512,2077,1582,2142,Bird
A_original.jpg,1522,1332,1592,1397,Bird
A_original.jpg,677,1589,747,1654,Bird
A_original.jpg,1684,174,1754,239,Bird
A_original.jpg,1658,1099,1728,1164,Bird
A_original.jpg,454,1485,524,1550,Bird
A_original.jpg,776,1631,846,1696,Bird
A_original.jpg,1212,509,1282,574,Bird
A_original.jpg,1301,421,1371,486,Bird
A_original.jpg,181,1899,251,1964,Bird
A_original.jpg,1648,107,1718,172,Bird
A_original.jpg,726,1135,796,1200,Bird
A_original.jpg,837,1120,907,1185,Bird
A_original.jpg,807,1318,877,1383,Bird
A_original.jpg,1454,1499,1524,1564,Bird
A_original.jpg,1511,267,1581,332,Bird
A_original.jpg,128,1875,198,1940,Bird
A_original.jpg,557,2099,627,2164,Bird
A_original.jpg,1659,213,1729,278,Bird
A_original.jpg,1418,412,1488,477,Bird
A_original.jpg,887,974,957,1039,Bird
A_original.jpg,607,1976,677,2041,Bird
A_original.jpg,1623,677,1693,742,Bird
A_original.jpg,1778,279,1848,344,Bird
A_original.jpg,2058,1359,2128,1424,Bird
A_original.jpg,1558,1263,1628,1328,Bird
A_original.jpg,759,1601,829,1666,Bird
A_original.jpg,723,1656,793,1721,Bird
A_original.jpg,887,1146,957,1211,Bird
A_original.jpg,718,1183,788,1248,Bird
A_original.jpg,798,714,868,779,Bird
A_original.jpg,543,944,613,1009,Bird
A_original.jpg,756,1277,826,1342,Bird
A_original.jpg,901,1058,971,1123,Bird
A_original.jpg,1367,1121,1437,1186,Bird
A_original.jpg,1421,349,1491,414,Bird
A_original.jpg,875,750,945,815,Bird
A_original.jpg,912,914,982,979,Bird
A_original.jpg,437,2194,507,2259,Bird
A_original.jpg,2018,755,2088,820,Bird
A_original.jpg,839,2034,909,2099,Bird
A_original.jpg,1930,1704,2000,1769,Bird
A_original.jpg,783,1289,853,1354,Bird
A_original.jpg,583,1617,653,1682,Bird
A_original.jpg,1720,1884,1790,1949,Bird
A_original.jpg,1542,1365,1612,1430,Bird
A_original.jpg,712,1434,782,1499,Bird
A_original.jpg,528,1540,598,1605,Bird
A_original.jpg,623,2084,693,2149,Bird
A_original.jpg,1786,551,1856,616,Bird
A_original.jpg,1437,1906,1507,1971,Bird
A_original.jpg,586,2205,656,2270,Bird
A_original.jpg,502,1875,572,1940,Bird
A_original.jpg,1434,1262,1504,1327,Bird
A_original.jpg,1760,505,1830,570,Bird
A_original.jpg,1779,1730,1849,1795,Bird
